"Username","group2","Reach"
"@wildlifewise","Media",579
"@wildlifeworker","Media",129
"@wildlifeww","Public",437
"@wildlives1","Public",121
"@wildmelbourne","Public",355
"@wildmonster22","Public",125
"@wildnaturepress","Media",216
"@wildoceansorg","Public",142
"@wildoxfordshire","Public",946
"@wildplantman","Public",319
"@wildprehistory","Scientists",15
"@wildreviews","Scientists",958
"@wildreviews","Media",958
"@wildroundstroud","Media",239
"@wildrye1","Public",78
"@wildsalmoncntr","Public",2644
"@wildscape_jay","Media",1197
"@wildscreate","Public",685
"@wildscreenex","Public",218
"@wildsheffield","Applied",4210
"@wildsidem","Public",1352
"@wildsidenz","Scientists",1602
"@wildsides","Applied",1415
"@wildsides","Media",1415
"@wildspringfest","Public",525
"@wildstretch","Public",456
"@wildsumatra","Public",988
"@wildsussex","Public",1359
"@wildthang1276","Public",89
"@wildtracking","Media",98
"@wildtypemc","Public",179
"@wildvinay","Outreach",499
"@wildwally17","Scientists",121
"@wildweatherdan","Scientists",8943
"@wildwexford","Public",361
"@wildwingsbirds","Public",441
"@wildwonderweb","Public",155
"@wildwoodsteve","Outreach",415
"@wildwoodtrust","Public",1704
"@wildwrites","Public",894
"@wiley_biotech","Media",917
"@wileygenetics","Media",1050
"@wileyopenaccess","Media",3826
"@wileytextbooks","Outreach",2946
"@wilfredesquire","Media",342
"@wilfswartz","Scientists",54
"@wilkenskurt","Public",984
"@wilkiedorp","Scientists",82
"@wilkilpatrick","Public",636
"@wilkinshau","Public",43
"@wilkohardenberg","Scientists",973
"@wilks_images","Media",152
"@will__hunter","Outreach",483
"@will_allen","Public",5652
"@will_cornwell","Scientists",406
"@will_deepsea","Scientists",33
"@will_dodd","Media",686
"@will_fincham","Scientists",96
"@will_fox","Scientists",11971
"@will_hentley","Scientists",30
"@will_ovenden","Public",235
"@will_scarlett20","Public",268
"@will13w","Outreach",494
"@will2know","Public",51
"@willaminne","Public",1166
"@willandaway","Public",702
"@willaonthego","Scientists",486
"@willardmaggie","Public",21
"@willaymerich","Media",22259
"@willbonescott","Public",76
"@willbugler","Media",483
"@willcooper45","Scientists",128
"@willcooperart","Public",4
"@willd2408","Public",95
"@willderbeast","Media",233
"@willdizard","Media",1858
"@willdobio4food","Public",0
"@willdrink4food","Public",1315
"@willdritchie","Outreach",520
"@willemiensg","Scientists",46
"@willems_linda","Public",432
"@willemsela","Media",420
"@willfairbrother","Public",475
"@willgearty","Scientists",147
"@willgoldstein","Public",1244
"@willgreen19","Scientists",4301
"@willhelenbrook","Scientists",282
"@willhgeorge","Media",224
"@willhomoky","Scientists",197
"@willhutch1993","Scientists",26
"@williaclaire","Public",384
"@william_brindle","Public",760
"@william_cairns","Scientists",116
"@williamburns12","Scientists",616
"@williamburns12","Applied",616
"@williamefeeney","Scientists",511
"@williamgmoseley","Scientists",1546
"@williamjturkel","Public",2776
"@williamlamarca","Scientists",26
"@williamlandry","Media",409
"@williammclennan","Media",968
"@williamnuttle1","Scientists",18
"@williampryanphd","Public",5640
"@williamrich2012","Public",416
"@williams94greg","Scientists",223
"@williamsocnwld","Public",248
"@williamssci","Scientists",185
"@williamthach","Scientists",179
"@williamwaters6","Public",48
"@williamwinram","Applied",979
"@williaqj","Media",1555
"@williedawgy","Public",322
"@williemackenzie","Public",1194
"@williewill1979","Public",108
"@willieyeomans","Scientists",568
"@willihennig","Public",93
"@willismcdonald","Media",455
"@willjakers","Public",438
"@willjbrown95","Scientists",32
"@willlorimer2","Media",459
"@willlrice","Public",854
"@willm_cems","Scientists",121
"@willnotburn","Scientists",27
"@willoughbrarian","Public",927
"@willow_b_well","Scientists",356
"@willowshedgehog","Public",2619
"@willowspringsss","Public",91
"@willpearse","Scientists",835
"@willrturner","Scientists",274
"@willrturner","Applied",274
"@willsowersby","Scientists",358
"@willstegerfound","Applied",1150
"@willstolzenburg","Public",164
"@willtownsend94","Public",206
"@willtravers","Public",16377
"@wilmacgh","Scientists",77
"@wilmeramos","Public",202
"@wilsoemi","Public",628
"@wilsonlab","Scientists",271
"@wilsonlunabiz","Public",105
"@wilsonornithsoc","Scientists",1340
"@wilsonvoight","Outreach",23239
"@wilsonzooprgrl","Scientists",80
"@wiltscountry","Public",769
"@wiltsnature","Applied",232
"@wiltswildlife","Public",4650
"@wim68kort","Public",576
"@wimclymans","Scientists",45
"@wimgabriels","Scientists",99
"@wimjoyce","Scientists",215
"@winbiology","Scientists",483
"@winburn","Public",181
"@windbaron","Scientists",52555
"@window2wildlife","Public",3756
"@windpow","Public",16789
"@windpowertech","Public",840
"@windrushecology","Public",188
"@windsorf","Public",738
"@windsorsos","Public",688
"@windsweptca","Media",433
"@winebistro","Public",2039
"@wineskills","Media",428
"@winethief","Public",76
"@wingateomr","Public",16747
"@wingfriend","Outreach",368
"@wingtags","Scientists",453
"@winir2013","Scientists",298
"@winkelstern","Public",40
"@winkybe","Public",111
"@winnie_the_pup","Public",22
"@winospicks","Public",256
"@winsci","Scientists",405
"@winslowdhansen","Scientists",73
"@winsorjohn","Media",209533
"@winstanley_c","Public",371
"@winstemplym","Public",30
"@winter_hopebr","Public",56
"@winterberrygrdn","Public",618
"@wintersolstice7","Public",85
"@winthropchem","Public",1799
"@wio_sam","Public",140
"@wiredsciblogs","Scientists",20470
"@wires_climate","Public",2305
"@wires_nsw","Public",741
"@wiresrna","Scientists",915
"@wiringthebrain","Scientists",6998
"@wirish","Public",699
"@wisalumni","Public",6715
"@wisayale","Public",191
"@wisbeyjane","Media",119
"@wiscecology","Scientists",308
"@wisclimnology","Scientists",1794
"@wiscoliz","Public",58
"@wisconferences","Public",184
"@wisconsinais","Scientists",57
"@wiscstem","Scientists",1090
"@wiscwaterlib","Scientists",1602
"@wisdomempire","Media",297
"@wisdomofcombat","Public",134
"@wise_adventures","Public",702
"@wise_cu","Media",62
"@wisealic","Scientists",2028
"@wiseclimate","Scientists",165
"@wisedorf","Public",67
"@wiseflies","Scientists",455
"@wisegit","Scientists",523
"@wisellers","Scientists",45
"@wiseoceans","Public",686
"@wiseqmul","Scientists",762
"@wisertcd","Scientists",781
"@wisesap","Media",449
"@wisexchange","Public",1688
"@wishdetective","Public",4156
"@wishful_sayings","Public",13106
"@wishthebest","Public",352
"@wisnomads","Public",125
"@wiswatchkate","Media",378
"@withers","Public",110
"@withersnick","Public",76
"@witmanlab","Scientists",172
"@witnessdarwin","Public",62
"@witneybees","Outreach",1579
"@witneysoulclub","Public",460
"@witterali","Scientists",30
"@wittyremarkhere","Scientists",456
"@wium10","Public",494
"@wiwetlandsassoc","Applied",665
"@wiwibloggs","Media",11804
"@wizbee1","Scientists",149
"@wjbarbon","Public",72
"@wjchat","Media",7929
"@wjcottam","Scientists",127
"@wjetges","Scientists",14
"@wjidea","Scientists",64
"@wjimcc","Public",132
"@wjjessen","Scientists",2911
"@wjjessen","Media",2911
"@wjjordan","Scientists",571
"@wjm_science","Outreach",118
"@wjp3western","Applied",823
"@wjsullivan","Scientists",604
"@wjthompson99","Scientists",416
"@wkhobbs","Public",224
"@wklyefornari","Scientists",58
"@wklyjgoatcher","Scientists",37
"@wklyolandon","Scientists",48
"@wkmor1","Scientists",946
"@wkolby","Scientists",314
"@wktsui","Public",36
"@wkwt","Media",6811
"@wkwtreserves","Public",175
"@wl_allen","Scientists",132
"@wlclement","Scientists",99
"@wlfdubai","Public",1357
"@wlkngdesk","Public",11
"@wlkrm","Public",12
"@wloftie","Scientists",27
"@wloftie","Media",27
"@wlolson88","Public",124
"@wloszczowskiw","Public",51
"@wlpeople1st","Applied",18702
"@wlrv","Applied",113
"@wlt_au","Scientists",13205
"@wltheotherside","Public",563
"@wltradenews","Media",1194
"@wlu","Public",566
"@wmbd","Public",3607
"@wmbounce","Public",20
"@wmburnside","Scientists",184
"@wmcbacteriology","Scientists",369
"@wmcecology","Scientists",155
"@wmcguy","Public",636
"@wmgvs","Scientists",161
"@wml_2010","Scientists",240
"@wmnsunday","Media",18374
"@wmorgan89","Public",60
"@wmuziasari","Scientists",48
"@wnafoort","Public",437
"@wnanat","Scientists",82
"@wnandap","Public",13
"@wncw","Public",3928
"@wnsanders","Media",411
"@wnyprism","Public",50
"@woaestore","Public",91746
"@woefulpolitics","Public",23
"@woetowow","Media",618
"@wohinjetzt","Public",296
"@wokilbam21","Scientists",796
"@wolf_ie_","Scientists",61
"@wolfe_kandi","Public",169
"@wolff_z","Public",25
"@wolfgangcramer","Scientists",703
"@wolfgangdibiasi","Scientists",51
"@wolfgangdibiasi","Media",51
"@wolfganggerlach","Scientists",461
"@wolfgangneubur1","Public",614
"@wolfgangreschka","Scientists",809
"@wolfgangwuster","Scientists",260
"@wolfiedivine","Public",347
"@wolfman4737","Public",118
"@wolfpolitico","Public",1305
"@wolfshogun","Scientists",4
"@wolfsong12","Applied",751
"@wollipossum","Applied",315
"@wom4ck","Public",140
"@womansways","Public",683
"@wombatarama","Scientists",242
"@wombatarama","Media",242
"@women_ahead","Public",1256
"@women_and_fish","Scientists",180
"@women_and_fish","Applied",180
"@women_in_natsci","Scientists",268
"@women_vote","Applied",8426
"@women4wildlife","Scientists",79
"@womenings","Scientists",27
"@womeninpolarsci","Public",276
"@womenplanetsci","Public",2169
"@womensciaust","Scientists",2923
"@womensciencenet","Scientists",582
"@womensciencept","Media",279
"@womensclimate","Public",303
"@wonderfishy","Public",170
"@wonderofbees","Public",292
"@wondersofwatamu","Public",376
"@wongak","Scientists",52
"@wonkhe","Public",12529
"@wontfindmehere","Public",466
"@wood_ian","Media",86
"@wood_mj","Scientists",627
"@wood_rick","Media",641
"@woodcockwatch","Public",1789
"@woodfuelcoop","Public",510
"@woodgecko","Scientists",16
"@woodlandbat","Public",1787
"@woodlandcarbon","Applied",980
"@woodlandsteward","Public",3952
"@woodlandwg","Media",964
"@woodmenfalcons","Public",546
"@woodntyou","Public",120
"@woodpointirwin","Public",36
"@woodsholeresctr","Public",1545
"@woodsidewp","Public",4264
"@woodsmandave","Public",95
"@woodwiseowl","Public",356
"@woodywildlife","Public",273
"@wooleyaphid","Public",91
"@woollygreen","Public",32465
"@worcswt","Public",418
"@wordazadi","Media",239
"@wordbirduk","Media",494
"@wordcraftwriter","Outreach",1204
"@wordfiend99","Public",38
"@words_in_mocean","Media",645
"@wordsfromwez","Public",1229
"@woridnscience","Public",483
"@workcabin","Public",8009
"@workchoice","Public",340
"@workingamerica","Public",27558
"@workinurchin","Public",117
"@worklifehealth","Public",728
"@works_progress","Public",2351
"@workspring","Scientists",3311
"@workwith_nature","Applied",195
"@world_farmer","Applied",219
"@worldadvdivers","Public",1233
"@worldastros","Scientists",779
"@worldenvfilms","Scientists",65
"@worldenvfilms","Media",65
"@worldhaunted","Media",8890
"@worldlibrarytox","Scientists",99
"@worldofzoology","Media",2350
"@worldpenguinday","Applied",318
"@worldpopproject","Public",379
"@worldrafikisafa","Public",170
"@worldresources","Public",105489
"@worldsbossybttm","Public",100
"@worldscifest","Public",24552
"@worldviajante","Public",322
"@worldwaders","Media",2181
"@worldwarzoo1939","Outreach",104
"@worldwomenwork","Public",1177
"@wormbolt","Public",50
"@wormcam","Scientists",181
"@worminanet","Scientists",51
"@wormstache0801","Public",15
"@wormsunlimited","Public",307
"@wormswell","Public",42
"@wornwinger","Public",151
"@worse_reviewer","Public",4431
"@worshipnature","Public",53
"@worthwhilefilms","Applied",17299
"@worthwhilefilms","Media",17299
"@worttalk","Public",199
"@wosikm","Scientists",201
"@wossy","Public",4500963
"@wotclaire","Public",567
"@wottac","Public",761
"@wotton_auctions","Public",1551
"@wouterhavinga","Public",995
"@wouterverster1","Public",54
"@woutervj","Scientists",919
"@wow_card","Scientists",2493
"@woxevigikex","Public",193
"@wpalen","Scientists",351
"@wpbf_sandra","Scientists",2293
"@wpcsocial","Applied",540
"@wpcsydney","Applied",2728
"@wpcwild911","Public",720
"@wpeditor1","Media",242
"@wpgilks","Scientists",87
"@wpjohnwagner","Media",4358
"@wpkofficial","Public",70821
"@wplagges","Public",628
"@wprobins27","Scientists",10
"@wpt_rothamsted","Public",628
"@wpusparini","Scientists",290
"@wr_zavitz","Public",155
"@wradv","Public",1559
"@wragbags","Scientists",951
"@wralaimee","Scientists",1843
"@wranglingdinos","Public",31
"@wrapistheword","Public",408
"@wrdappltns","Applied",239
"@wreinhardt","Public",348
"@wren_fraser","Scientists",53
"@wrhwec","Scientists",57
"@wridemike","Scientists",105
"@wright_ok","Outreach",35
"@wright1000","Scientists",916
"@wrighting","Public",394
"@wrightingapril","Scientists",621
"@wrightonsea","Scientists",94
"@wristlynum","Public",115
"@write4research","Scientists",20958
"@writefocusgal","Public",21
"@writeofftheedge","Media",995
"@writercrafter","Media",1572
"@writerjools","Public",743
"@writersgreenhse","Outreach",699
"@writerstevens","Public",12758
"@writerthesaurus","Media",3683
"@writescigirl","Scientists",272
"@writesciup","Scientists",377
"@writewriters","Scientists",76
"@writing_matters","Public",4161
"@writingbyday","Public",83
"@writingclearsci","Outreach",323
"@writingfromhart","Media",4216
"@writingspirit","Media",61740
"@wrldcitzn","Scientists",94
"@wrldelephantday","Public",1250
"@wrmarinespecies","Media",1333
"@wrnbookreview","Media",670
"@wrnicholls","Media",3251
"@wrobertsfood","Media",13699
"@wrong_whale","Scientists",424
"@wrooney03","Scientists",557
"@wroweiii","Public",410
"@wrythink","Scientists",177
"@wschaekel","Public",4087
"@wscientists","Public",35
"@wsdg","Media",8356
"@wsftrust","Applied",582
"@wsgibson","Media",313
"@wskearney","Public",32
"@wskep","Public",1463
"@wslaton","Scientists",1415
"@wsmone","Scientists",53
"@wsn_secretariat","Applied",134
"@wsorc","Scientists",266
"@wsouthernbreeze","Public",1281
"@wspaa","Public",130
"@wspoonr","Scientists",1058
"@wsr1123","Public",61
"@wssiatasu","Public",760
"@wsuza","Public",18
"@wt4bo","Public",31
"@wtbotanist","Scientists",153
"@wtevents","Applied",1773
"@wtf_r_species","Public",29
"@wtfancybird","Public",32
"@wtfarthistory","Public",9374
"@wtfimliz","Scientists",166
"@wthogmartin","Scientists",67
"@wtp_abq","Scientists",139
"@wtspman","Scientists",87
"@wtspman","Media",87
"@wtwh_msmedia","Media",9111
"@wtworldwide","Public",984
"@wudanyan","Media",320
"@wudinger","Scientists",37
"@wulalowe","Scientists",8156
"@wulate","Scientists",303
"@wump3r","Public",25
"@wunderkammern","Public",23
"@wundtlab","Scientists",85
"@wurflenii","Public",294
"@wurplant","Media",948
"@wuwmenviron","Media",574
"@wuwmradio","Media",9551
"@wvgop2012","Media",604
"@wvschaik","Scientists",1844
"@ww2ordnance","Public",346
"@wwaquatics","Outreach",1388
"@wwarn","Public",678
"@wwbaus","Public",232
"@wwd_waterloo","Public",18
"@wwecologics","Public",42
"@wwf_australia","Applied",36690
"@wwf_dg","Applied",1321
"@wwf_dg","Media",1321
"@wwf_media","Applied",6908
"@wwf_media","Media",6908
"@wwf_sharks","Applied",348
"@wwf_uk_politics","Applied",5701
"@wwfcanada","Applied",39235
"@wwfcanadafr","Applied",2553
"@wwfinuvik","Applied",80
"@wwfnews","Applied",25422
"@wwfnews","Media",25422
"@wwfsouthafrica","Applied",49735
"@wwjimd","Public",2630
"@wwoo45","Public",1379
"@wwtconsulting","Applied",314
"@wwtenor","Scientists",307
"@wwtlondon","Applied",16565
"@wwtsteart","Public",1164
"@wwtwelney","Applied",3114
"@wwwg2ingcom","Public",518
"@wxriskcom","Scientists",5198
"@wyattalawrence","Public",482
"@wyattmcdonnell","Scientists",160
"@wyclimate","Scientists",136
"@wyeates","Media",7001
"@wyer_nelson","Public",254
"@wykinne","Scientists",52
"@wyland","Public",1502
"@wyld_art_photos","Media",5682
"@wyldkatt60","Public",84
"@wyndales","Public",40
"@wynne_caroline","Scientists",203
"@wyobio","Scientists",167
"@wyobio","Outreach",167
"@wyogeoprof","Scientists",186
"@wyokauffman","Scientists",337
"@wysongml","Scientists",242
"@wythamtits","Public",513
"@x_jolouise_x","Scientists",1397
"@x4medialtd","Public",1477
"@xamela","Scientists",548
"@xandersanchez","Media",1043
"@xandertaylor3","Public",2699
"@xavharrison","Scientists",588
"@xavier9198","Public",19
"@xavierdidelot","Scientists",374
"@xavierhervas","Media",516
"@xavierpedrol","Scientists",21
"@xavijordan","Scientists",85
"@xavirube","Public",85
"@xbucknakedx","Public",5
"@xchmadhouse","Scientists",67
"@xcocostone","Public",53
"@xegunda","Public",82
"@xen_ben","Scientists",55
"@xeno_lith","Scientists",315
"@xentopotbin","Public",16
"@xenvironmental","Media",3024
"@xerantheum","Scientists",190
"@xerces_society","Scientists",2447
"@xeviplay","Public",355
"@xgirouxb","Scientists",54
"@xhivpp","Scientists",146
"@xiangzige","Scientists",53
"@xiaohanzeng","Public",96
"@xiaojunallenliu","Scientists",5
"@xiaoxxxiao","Scientists",146
"@xiaoya_ma","Scientists",157
"@xigeminorum","Public",94
"@xiha","Media",4143
"@ximevliendo","Scientists",53
"@xiryanx","Scientists",98
"@xisan","Media",1012
"@xitzelhm","Public",19
"@xkayemlee","Public",48
"@xland16","Public",108
"@xlphotoart","Media",445
"@xma_ft","Media",91
"@xmadmoisellemim","Media",198
"@xmas_grinch","Public",101
"@xmlwx75","Public",297
"@xmskearax","Public",741
"@xneomac","Scientists",48
"@xo_candyy","Public",113
